ID Description GeneRatio BgRatio pvalue p.adjust qvalue geneID Count
GO:0019221 "cytokine-mediated signaling pathway" 63/733 389/22215 5.843442974017609e-26 2.5950199025523652e-23 2.0835089493961352e-23 14081/383619/11600/12362/20296/20304/20306/20307/16149/12606/56492/15945/56066/17329/74256/13601/13653/14158/14600/15967/15976/15977/16145/60440/16161/16164/16168/16169/16173/16174/16186/16194/108960/16362/27056/54123/15944/100038882/16452/23849/18035/434341/64685/18128/246730/23960/246727/231655/23962/18414/547253/80285/19255/192656/56045/12703/20846/20847/20848/22029/30940/69922/58203 63
GO:0031349 "positive regulation of defense response" 49/733 266/22215 6.273627046559299e-23 2.5538890102035144e-20 2.0504854715333288e-20 383619/12266/54725/20304/16423/16149/12606/12608/12810/13040/229898/14824/14991/15930/15950/15951/226695/102639543/226691/100033459/236312/381308/70110/16145/16174/17082/54123/15944/16452/85305/100040462/18035/80859/434341/64685/107607/71648/80285/19225/192656/72512/24088/142980/76681/319236/20128/209387/667823/58203 49
GO:0032103 "positive regulation of response to external stimulus" 61/733 420/22215 1.3012756024283046e-22 4.889793321432514e-20 3.925953760848472e-20 16365/383619/12266/54725/20296/20304/20306/16423/16149/12606/12608/12810/13040/15945/12766/234311/80861/14165/229898/14824/14991/15930/15950/15951/226695/102639543/226691/100033459/236312/381308/70110/16145/16174/17082/54123/15944/16452/85305/100040462/18035/80859/434341/64685/107607/211323/231655/71648/80285/101540/69453/19225/192656/72512/24088/142980/76681/319236/20128/209387/667823/58203 61
GO:0001819 "positive regulation of cytokine production" 64/733 493/22215 5.0425003433124634e-21 1.759472441220099e-18 1.4126583668558076e-18 11352/383619/12010/12266/54725/12362/12363/20296/20304/18106/60533/16149/12608/13198/80861/13653/229898/69146/14991/110558/15275/15442/15930/15951/226695/102639543/226691/381308/71586/16161/16168/171095/16173/17082/16194/16362/27056/54123/15900/100038882/16452/100040462/107607/18126/246730/23960/246727/71648/55991/67245/18950/101540/19225/66214/192656/71956/58185/20846/20848/72512/24088/142980/230979/384309 64
GO:0002833 "positive regulation of response to biotic stimulus" 37/733 171/22215 4.382456282429473e-20 1.4272199293111986e-17 1.145896990058401e-17 16365/383619/54725/60533/16149/12810/234311/80861/229898/14824/14991/15950/15951/226695/102639543/226691/100033459/236312/381308/70110/16145/16174/54123/15944/100040462/434341/64685/231655/80285/72512/24088/76681/319236/20128/209387/667823/58203 37
GO:0002683 "negative regulation of immune system process" 60/733 458/22215 5.741805315049337e-20 1.7530449352510008e-17 1.4074978028864363e-17 16365/11600/11920/69550/20296/60533/16423/16149/12608/56492/93694/74256/80861/63953/13709/14102/69754/14158/14190/93695/14824/14961/15368/15930/15951/102639543/226691/15977/17082/16362/100038882/17311/16854/380916/238205/434341/64685/246730/23960/246727/547253/235587/67245/224860/19255/56045/20723/12258/20377/74748/12703/20847/21354/21355/213233/21929/230979/231712/20821/72828 60
GO:0050792 "regulation of viral process" 37/733 173/22215 6.674103652309085e-20 1.91782331420764e-17 1.5397962977401642e-17 80287/69550/20304/16149/12265/107373/15951/102639543/226691/71586/15977/100038882/17069/18128/246730/23960/246727/231655/23962/671535/67246/24014/58185/20684/20846/76681/319236/74735/20821/217069/22670/20128/209387/94094/667823/384309/22695 37
GO:0045824 "negative regulation of innate immune response" 26/733 81/22215 3.9903151019719117e-19 1.0829271818407106e-16 8.694686590612483e-17 16365/93694/80861/63953/14824/15951/102639543/226691/100038882/434341/64685/246730/23960/246727/547253/19255/56045/20723/12258/74748/20847/21354/21355/21929/231712/20821 26
GO:1903900 "regulation of viral life cycle" 34/733 152/22215 4.81936816397327e-19 1.2390849200531275e-16 9.948457495271137e-17 80287/69550/20304/16149/12265/107373/15951/102639543/226691/71586/15977/100038882/17069/18128/246730/23960/246727/231655/23962/671535/67246/24014/58185/76681/319236/74735/20821/217069/22670/20128/209387/94094/667823/384309 34
GO:0045089 "positive regulation of innate immune response" 31/733 129/22215 1.9203913773017235e-18 4.690555939059459e-16 3.765988564119064e-16 383619/54725/16149/12810/229898/14991/15950/15951/226695/102639543/226691/100033459/236312/381308/70110/16145/16174/54123/15944/100040462/434341/64685/80285/72512/24088/76681/319236/20128/209387/667823/58203 31
GO:0019882 "antigen processing and presentation" 29/733 124/22215 5.382460816905737e-17 1.2520629090754536e-14 1.0052656142251016e-14 12010/16149/13040/80898/14190/14961/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/107607/18711/16913/16912/19186/19188/67844/21354/21355/21356/213233 29
GO:0002697 "regulation of immune effector process" 52/733 413/22215 1.0488662687713231e-16 2.328959874067233e-14 1.869892687771268e-14 11600/12010/69550/12266/54725/20296/18106/16423/16149/56708/93694/234311/80861/63953/14158/14190/14824/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/15275/15368/15977/16173/16174/16362/16854/80859/235587/18950/192656/58185/20723/12258/74748/20910/21354/21355/24088/142980/21929/230979/70450 52
GO:0002250 "adaptive immune response" 55/733 473/22215 4.56251785923794e-16 9.690391192337973e-14 7.780293612595224e-14 12010/12266/12268/18106/60533/16149/56708/13036/13169/63953/80898/14102/14190/14961/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/15967/15977/16161/16173/16068/16174/17082/16194/16362/54123/16452/80859/18128/235587/18950/101540/192656/75234/58185/20715/20723/12258/20848/74732/21354/21355/21929/230979/70450 55
GO:0002832 "negative regulation of response to biotic stimulus" 27/733 115/22215 5.815011957259368e-16 1.183597225467167e-13 9.502953751205442e-14 16365/93694/80861/63953/14190/14824/15951/102639543/226691/100038882/434341/64685/246730/23960/246727/547253/19255/56045/20723/12258/74748/20847/21354/21355/21929/231712/20821 27
GO:0050777 "negative regulation of immune response" 35/733 205/22215 1.151578765181598e-15 2.2501849071648426e-13 1.806645254343846e-13 16365/93694/80861/63953/14158/14190/14824/15368/15951/102639543/226691/15977/17082/16362/100038882/16854/434341/64685/246730/23960/246727/547253/235587/19255/56045/20723/12258/74748/20847/21354/21355/21929/230979/231712/20821 35
GO:0002483 "antigen processing and presentation of endogenous peptide antigen" 17/733 41/22215 3.923394623579286e-15 7.098438050438819e-13 5.699246926883595e-13 12010/80898/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/21354/21355/21356 17
GO:0019885 "antigen processing and presentation of endogenous peptide antigen via MHC class I" 17/733 41/22215 3.923394623579286e-15 7.098438050438819e-13 5.699246926883595e-13 12010/80898/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/21354/21355/21356 17
GO:0048002 "antigen processing and presentation of peptide antigen" 22/733 78/22215 4.647443599789083e-15 8.108129280346311e-13 6.509915358200798e-13 12010/16149/13040/80898/14961/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/18711/21354/21355/21356/213233 22
GO:0002460 "adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains" 44/733 342/22215 1.164723012127411e-14 1.96195583249738e-12 1.5752297434434605e-12 12010/12266/12268/60533/16149/56708/13036/14102/14190/14961/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/15977/16161/16173/16068/16174/17082/16194/16362/54123/80859/18128/235587/18950/192656/58185/20723/12258/20848/74732/21355/21929/70450 44
GO:0045071 "negative regulation of viral genome replication" 19/733 58/22215 1.5961483398854798e-14 2.551590138041272e-12 2.048639735892211e-12 80287/69550/20304/107373/15951/102639543/226691/71586/15977/100038882/246730/23960/246727/231655/23962/671535/67246/24014/58185 19
GO:0019883 "antigen processing and presentation of endogenous antigen" 17/733 44/22215 1.6192281326362215e-14 2.551590138041272e-12 2.048639735892211e-12 12010/80898/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/21354/21355/21356 17
GO:0002218 "activation of innate immune response" 18/733 51/22215 1.760549775734151e-14 2.687589267019165e-12 2.1578317317057393e-12 383619/15950/15951/226695/102639543/226691/100033459/236312/381308/100040462/72512/24088/76681/319236/20128/209387/667823/58203 18
GO:0032731 "positive regulation of interleukin-1 beta production" 19/733 59/22215 2.2824862153003955e-14 3.3787712611340704e-12 2.7127730903378864e-12 383619/12362/12363/13653/229898/69146/15275/15951/226695/102639543/226691/381308/16452/100040462/107607/55991/192656/20848/24088 19
GO:0016032 "viral process" 43/733 345/22215 7.208585606559842e-14 1.0357041378836715e-11 8.315538690415471e-12 80287/12018/69550/20304/20307/16149/12265/107373/15951/102639543/226691/71586/15977/100038882/17069/18128/246730/23960/246727/231655/23962/671535/18711/67246/24014/58185/20684/20846/230979/76681/319236/74735/20821/217069/22670/20128/209387/94094/667823/384309/22278/58203/22695 43
GO:0002474 "antigen processing and presentation of peptide antigen via MHC class I" 18/733 55/22215 8.033190969655344e-14 1.121203939621896e-11 9.0020058805822e-12 12010/80898/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/21354/21355/21356/213233 18
GO:0007249 "I-kappaB kinase/NF-kappaB signaling" 34/733 226/22215 1.3759245482797747e-13 1.867053171762972e-11 1.4990335868100705e-11 11352/11600/12362/16149/17082/108960/16362/53859/18035/18036/107607/71648/67245/18754/24105/192656/268749/20846/24088/142980/21929/22035/22029/76681/319236/74735/20821/217069/20128/209387/94094/667823/24108/30940 34
GO:0060759 "regulation of response to cytokine stimulus" 26/733 131/22215 1.4421137408064568e-13 1.9039798983350114e-11 1.5286815926727902e-11 11600/12362/16149/74256/13601/71586/16145/108960/54123/15944/100038882/16600/434341/246730/23960/246727/547253/80285/19255/192656/56045/12703/20847/24088/69922/58203 26
GO:0010952 "positive regulation of peptidase activity" 30/733 179/22215 2.1266362932283217e-13 2.6699409206982164e-11 2.1436620956788353e-11 269275/383619/12018/12122/12362/12364/14219/13036/13063/69635/14102/14824/29816/15951/102639543/226691/16452/16818/18053/107607/19186/19188/192656/223870/20846/20848/79201/22035/72565/22436 30
GO:0019058 "viral life cycle" 36/733 256/22215 2.131580264221708e-13 2.6699409206982164e-11 2.1436620956788353e-11 80287/69550/20304/20307/16149/12265/107373/15951/102639543/226691/71586/15977/100038882/17069/18128/246730/23960/246727/231655/23962/671535/18711/67246/24014/58185/76681/319236/74735/20821/217069/22670/20128/209387/94094/667823/384309 36
GO:0002237 "response to molecule of bacterial origin" 45/733 387/22215 2.312382607255843e-13 2.823997259111198e-11 2.267351998588229e-11 16365/12010/12362/20296/20304/60533/12608/22169/15945/56066/17329/63953/246256/14158/626578/14469/100702/14991/15930/16145/16173/108960/27056/15900/15944/16452/56615/18035/18036/18126/67245/18754/19225/192656/20846/21355/21418/24088/21929/76681/319236/20128/209387/667823/22695 45
GO:0032732 "positive regulation of interleukin-1 production" 19/733 70/22215 7.375707198293405e-13 8.787885283820312e-11 7.055682932180032e-11 383619/12362/12363/13653/229898/69146/15275/15951/226695/102639543/226691/381308/16452/100040462/107607/55991/192656/20848/24088 19
GO:0002819 "regulation of adaptive immune response" 33/733 229/22215 1.081636446673881e-12 1.2580462004766447e-10 1.010069523886436e-10 12010/12266/60533/16149/56708/63953/14961/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/15977/16161/16173/17082/16362/54123/80859/235587/18950/192656/58185/21355/21929/230979 33
GO:0010950 "positive regulation of endopeptidase activity" 28/733 169/22215 1.8068267624743132e-12 2.0526392406248886e-10 1.64803831505001e-10 269275/383619/12018/12122/12362/12364/14219/13063/69635/14102/29816/15951/102639543/226691/16452/16818/18053/107607/19186/19188/192656/223870/20846/20848/79201/22035/72565/22436 28
GO:0002428 "antigen processing and presentation of peptide antigen via MHC class Ib" 14/733 35/22215 1.9578278178233688e-12 2.1736338386516263e-10 1.7451833610549932e-10 12010/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/21355 14
GO:0043122 "regulation of I-kappaB kinase/NF-kappaB signaling" 29/733 188/22215 4.594978072117753e-12 4.988103973843383e-10 4.0048861512773686e-10 11352/11600/12362/16149/17082/53859/18036/107607/71648/67245/18754/24105/192656/268749/20846/142980/21929/22035/22029/76681/319236/74735/20821/217069/20128/209387/94094/667823/24108 29
GO:0051090 "regulation of DNA-binding transcription factor activity" 45/733 424/22215 5.6673112357450555e-12 5.961459080191179e-10 4.786380764486848e-10 16365/383619/71371/74256/13198/14087/14158/14283/15368/15460/15982/16173/16174/108960/16452/16600/18035/18036/434341/107607/671535/67245/18712/101540/24105/66214/192656/268749/20684/20848/72512/24088/142980/21929/22029/76681/319236/74735/20821/217069/22670/20128/209387/94094/667823 45
GO:0001906 "cell killing" 33/733 243/22215 5.735692462005843e-12 5.961459080191179e-10 4.786380764486848e-10 12010/12266/54725/20296/20307/93694/13036/15945/17329/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/16173/16174/16854/18126/18158/18950/75234/20723/74732/21354/21355/70450 33
GO:0001913 "T cell mediated cytotoxicity" 18/733 69/22215 6.231551864031027e-12 6.341902261623242e-10 5.091833825741143e-10 12010/13036/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/18950/20723/74732/21355 18
GO:0071216 "cellular response to biotic stimulus" 38/733 318/22215 7.644230810766161e-12 7.620830104202591e-10 6.118668958306063e-10 16365/12010/12122/12362/20296/20304/60533/12608/22169/15945/56066/17329/13198/246256/626578/14469/100702/16145/16173/108960/15900/15944/16452/18035/18036/18126/18754/192656/20846/24088/21929/76681/319236/20128/209387/667823/56338/22695 38
GO:0002699 "positive regulation of immune effector process" 36/733 289/22215 8.157457460822844e-12 7.969835939223919e-10 6.398881368215982e-10 12010/12266/54725/20296/18106/16149/56708/234311/80861/14158/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/15275/15368/16173/16174/16362/80859/18950/192656/58185/20910/21355/24088/230979/70450 36
GO:1903131 "mononuclear cell differentiation" 48/733 480/22215 9.367264371481911e-12 8.869931450464161e-10 7.121556770873127e-10 11352/11920/320940/12010/12018/74481/16149/12608/56708/74256/232174/63953/13653/14087/14102/69754/14190/14369/14370/14961/15242/15951/102639543/226691/15967/15977/16168/16169/16173/16186/16194/16362/15900/320404/16818/80859/224860/18950/19255/192656/58185/20377/74748/12703/20442/20848/21929/24108 48
GO:0001959 "regulation of cytokine-mediated signaling pathway" 23/733 121/22215 9.441892229767377e-12 8.869931450464161e-10 7.121556770873127e-10 11600/12362/16149/74256/13601/16145/108960/54123/15944/100038882/434341/246730/23960/246727/547253/80285/19255/192656/56045/12703/20847/69922/58203 23
GO:0032496 "response to lipopolysaccharide" 41/733 367/22215 9.994613503367657e-12 9.212016408292643e-10 7.396212495242879e-10 16365/12010/12362/20296/20304/60533/12608/22169/15945/56066/17329/63953/246256/14158/626578/14469/100702/15930/16145/16173/108960/15900/15944/16452/56615/18035/18036/18126/67245/18754/19225/192656/20846/21418/21929/76681/319236/20128/209387/667823/22695 41
GO:0045069 "regulation of viral genome replication" 20/733 90/22215 1.0548326488027205e-11 9.542328684076462e-10 7.661416080777654e-10 80287/69550/20304/107373/15951/102639543/226691/71586/15977/100038882/18128/246730/23960/246727/231655/23962/671535/67246/24014/58185 20
GO:0002475 "antigen processing and presentation via MHC class Ib" 14/733 39/22215 1.1262394799611083e-11 1.0003054290200025e-9 8.031326894421224e-10 12010/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/21355 14
GO:0060333 "interferon-gamma-mediated signaling pathway" 11/733 21/22215 1.2231461584980513e-11 1.0669766043326752e-9 8.5666214033153e-10 16145/16362/15944/16452/434341/64685/547253/80285/19255/12703/20846 11
GO:0032651 "regulation of interleukin-1 beta production" 20/733 92/22215 1.6236901735257897e-11 1.379834802936121e-9 1.1078520660970723e-9 383619/12362/12363/13653/229898/69146/15275/15951/226695/102639543/226691/381308/16452/100040462/107607/55991/192656/20848/24088/21929 20
GO:0052548 "regulation of endopeptidase activity" 40/733 357/22215 1.6382890188392023e-11 1.379834802936121e-9 1.1078520660970723e-9 269275/383619/12018/12122/12362/12364/14219/12955/13063/69635/14102/29816/15511/15951/102639543/226691/16452/16600/16818/18053/107607/16913/16912/19186/19188/19225/192656/223870/238393/20715/628900/20725/20723/12258/20846/20848/79201/22035/72565/22436 40
GO:2001056 "positive regulation of cysteine-type endopeptidase activity" 25/733 148/22215 1.8049175122892146e-11 1.4944105165309855e-9 1.1998434702568446e-9 269275/383619/12018/12122/12362/12364/14219/13063/69635/14102/29816/15951/102639543/226691/16452/16818/18053/107607/192656/223870/20846/79201/22035/72565/22436 25
GO:0002476 "antigen processing and presentation of endogenous peptide antigen via MHC class Ib" 13/733 34/22215 2.421151232147409e-11 1.938905535908212e-9 1.556722949263373e-9 14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/21355 13
GO:0002484 "antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway" 13/733 34/22215 2.421151232147409e-11 1.938905535908212e-9 1.556722949263373e-9 14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/21355 13
GO:0001909 "leukocyte mediated cytotoxicity" 26/733 163/22215 2.7176440986852475e-11 2.1412405519479732e-9 1.7191751972328072e-9 12010/54725/20296/93694/13036/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/16173/16174/18950/75234/20723/74732/21354/21355/70450 26
GO:0002821 "positive regulation of adaptive immune response" 25/733 153/22215 3.819149085184834e-11 2.9613560763695106e-9 2.3776356710774756e-9 12010/12266/60533/16149/56708/14961/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/16161/16173/80859/18950/192656/58185/21355 25
GO:0001916 "positive regulation of T cell mediated cytotoxicity" 15/733 50/22215 3.993037323913647e-11 3.047810519893463e-9 2.447048860016817e-9 12010/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/18950/21355 15
GO:0032611 "interleukin-1 beta production" 20/733 98/22215 5.5252315455592304e-11 4.152424015393361e-9 3.333929188462137e-9 383619/12362/12363/13653/229898/69146/15275/15951/226695/102639543/226691/381308/16452/100040462/107607/55991/192656/20848/24088/21929 20
GO:0042832 "defense response to protozoan" 13/733 36/22215 5.672255933922657e-11 4.19315212622585e-9 3.3666292780946007e-9 74481/626578/634650/14469/55932/17472/100702/229900/76074/236573/60440/15900/54396 13
GO:0071219 "cellular response to molecule of bacterial origin" 35/733 294/22215 5.75109912911222e-11 4.19315212622585e-9 3.3666292780946007e-9 16365/12010/12362/20296/20304/60533/12608/22169/15945/56066/17329/246256/626578/14469/100702/16145/16173/108960/15900/15944/16452/18035/18036/18126/18754/192656/20846/24088/21929/76681/319236/20128/209387/667823/22695 35
GO:0042742 "defense response to bacterium" 37/733 325/22215 6.00640584596911e-11 4.314895964346927e-9 3.4643758795790873e-9 12010/12362/12608/12810/626578/634650/14469/55932/17472/100702/229900/76074/236573/14824/69146/14972/14991/15977/16145/60440/15900/15944/54396/100038882/16819/17476/107607/18126/246730/23960/246727/71648/192656/20723/74748/24088/230979 37
GO:0052547 "regulation of peptidase activity" 44/733 440/22215 7.019269980244365e-11 4.969439688912134e-9 3.989900830875745e-9 269275/383619/12018/12122/12362/12364/14219/12955/76770/13036/13063/69635/13601/14102/14824/29816/15511/15951/102639543/226691/16452/16600/16818/18053/107607/16913/16912/19186/19188/19225/192656/223870/238393/20715/628900/20725/20723/12258/20846/20848/79201/22035/72565/22436 44
GO:0002221 "pattern recognition receptor signaling pathway" 26/733 170/22215 7.147149747395661e-11 4.987689502289686e-9 4.004553377262592e-9 16365/234311/80861/70110/71586/16145/108960/16362/54123/15944/18035/64685/107607/246730/23960/246727/231655/67245/18754/192656/71956/58185/24088/142980/21929/20128 26
GO:0002824 "positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains" 24/733 146/22215 8.253078897053232e-11 5.678350762268315e-9 4.559076644984484e-9 12010/12266/60533/56708/14961/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/16161/16173/80859/18950/192656/58185/21355 24
GO:0002253 "activation of immune response" 35/733 300/22215 1.0108131551678017e-10 6.8481441562270644e-9 5.4982890968274614e-9 383619/12266/12268/16423/14962/74256/13709/15950/15951/226695/102639543/226691/100033459/236312/381308/16818/16854/100040462/80859/224860/101540/19255/24105/66214/192656/268749/12258/72512/24088/76681/319236/20128/209387/667823/58203 35
GO:0071222 "cellular response to lipopolysaccharide" 34/733 285/22215 1.0233664757514344e-10 6.8481441562270644e-9 5.4982890968274614e-9 16365/12010/12362/20296/20304/60533/12608/22169/15945/56066/17329/246256/626578/14469/100702/16145/16173/108960/15900/15944/16452/18035/18036/18126/18754/192656/20846/21929/76681/319236/20128/209387/667823/22695 34
GO:0002822 "regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains" 29/733 213/22215 1.0428539537058535e-10 6.8842453565582356e-9 5.527274298019929e-9 12010/12266/60533/56708/14961/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/15977/16161/16173/17082/16362/80859/235587/18950/192656/58185/21355/21929 29
GO:0010506 "regulation of autophagy" 32/733 256/22215 1.0873606836209491e-10 7.0823425859844496e-9 5.686324080240921e-9 11920/12122/12362/69635/13198/71712/69754/15368/16145/60440/15944/72175/17772/59027/107607/71648/18718/72287/192656/67412/20848/72512/24088/21929/76681/319236/74735/20821/20128/209387/94094/667823 32
GO:0043123 "positive regulation of I-kappaB kinase/NF-kappaB signaling" 22/733 125/22215 1.288257480031566e-10 8.280444460466054e-9 6.648265056229385e-9 11352/12362/16149/53859/107607/67245/18754/24105/192656/268749/142980/22035/76681/319236/74735/20821/217069/20128/209387/94094/667823/24108 22
GO:0002703 "regulation of leukocyte mediated immunity" 34/733 289/22215 1.4945671245292123e-10 9.481766757565198e-9 7.612791669167253e-9 12010/69550/12266/54725/20296/56708/93694/14158/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/15368/15977/16173/16174/235587/18950/58185/20723/20910/21354/21355/24088/142980/70450 34
GO:0002443 "leukocyte mediated immunity" 44/733 453/22215 1.8010839353059346e-10 1.1251300570892031e-8 9.033528185561323e-9 12010/69550/12266/12268/54725/20296/16149/56708/93694/13036/14102/14158/14190/14961/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/15368/15977/16173/16174/54123/235587/18950/75234/58185/20723/12258/74732/20910/21354/21355/24088/142980/70450 44
GO:0001562 "response to protozoan" 13/733 39/22215 1.819555261208742e-10 1.1251300570892031e-8 9.033528185561323e-9 74481/626578/634650/14469/55932/17472/100702/229900/76074/236573/60440/15900/54396 13
GO:0002449 "lymphocyte mediated immunity" 37/733 338/22215 1.861289793761966e-10 1.1365500803159005e-8 9.125218120469847e-9 12010/12266/12268/54725/16149/56708/93694/13036/14102/14190/14961/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/15977/16173/16174/54123/235587/18950/75234/58185/20723/12258/74732/21354/21355/70450 37
GO:0002764 "immune response-regulating signaling pathway" 39/733 372/22215 2.1664308372975227e-10 1.3065450173084442e-8 1.0490086159545898e-8 16365/16423/13036/74256/234311/80861/13709/14158/70110/71586/16145/108960/16362/54123/15944/16818/16854/18035/80859/64685/107607/246730/23960/246727/231655/67245/224860/18754/101540/19255/24105/192656/71956/268749/58185/24088/142980/21929/20128 39
