ID Description GeneRatio BgRatio pvalue p.adjust qvalue geneID Count
GO:0072001 "renal system development" 29/436 340/22215 3.934687920409223e-11 1.4458189612994617e-8 1.0768619571646293e-8 11504/11826/83675/12628/12931/12767/13617/13642/218476/15902/15903/241226/16449/67703/114249/107587/100102/18596/74055/98711/19876/268902/20677/20750/24063/20897/21419/21808/22339 29
GO:0035904 "aorta development" 14/436 68/22215 4.801225918382848e-11 1.6172129301752892e-8 1.2045180812785039e-8 12825/12767/13617/13642/16449/107589/207728/18596/19876/268902/20677/21385/21419/21808 14
GO:0042060 "wound healing" 29/436 359/22215 1.446290478293256e-10 4.231863666803128e-8 3.151938875245956e-8 11475/11826/56745/12389/16007/22402/12628/12842/12825/12831/12767/26903/74145/14178/14268/14456/14609/16000/107589/208177/18792/20720/20496/64074/21808/21824/21825/216350/22339 29
GO:0001655 "urogenital system development" 30/436 383/22215 1.46576178464235e-10 4.231863666803128e-8 3.151938875245956e-8 11504/11826/83675/12628/12931/12767/13617/13642/218476/15902/15903/16000/241226/16449/67703/114249/107587/100102/18596/74055/98711/19876/268902/20677/20750/24063/20897/21419/21808/22339 30
GO:0110148 biomineralization 20/436 170/22215 1.6329121618769562e-10 4.4001539722044376e-8 3.277283356468838e-8 66695/12006/16007/12842/13406/474332/18605/70370/14119/14456/14609/16000/17313/107587/237928/19242/76566/20515/20750/231633 20
GO:0033002 "muscle cell proliferation" 24/436 255/22215 2.667937117961465e-10 6.739876144250151e-8 5.019934314059072e-8 11504/12389/22402/68861/13617/14609/15551/15902/16000/16009/16398/16526/70417/17967/18160/18295/238871/18596/19737/21385/21808/21813/21825/22339 24
GO:0060537 "muscle tissue development" 33/436 483/22215 6.073310967962706e-10 1.4073249571666165e-7 1.0481911970354757e-7 545261/12389/68016/22402/11435/12814/12825/68861/26903/13617/13642/13717/14609/217082/15902/16000/241226/16526/70417/107589/17967/56312/18596/226041/20482/11790/20897/21385/21419/21808/21813/22339/22761 33
GO:0060840 "artery development" 16/436 112/22215 6.267157157100222e-10 1.4073249571666165e-7 1.0481911970354757e-7 12825/12767/13617/13642/16449/107589/207728/18596/19876/268902/20677/20897/21385/21419/21808/22339 16
GO:0007160 "cell-matrix adhesion" 22/436 224/22215 6.676132924771817e-10 1.4202594358909305e-7 1.0578249398807422e-7 239337/12825/50768/100952/18606/14268/16398/241226/16419/223272/16449/16480/17387/18074/114249/208177/18792/50706/21825/329278/22339/22341 22
GO:0031214 "biomineral tissue development" 19/436 168/22215 9.253458357492091e-10 1.8701239340491516e-7 1.392888994864599e-7 66695/12006/16007/12842/13406/474332/18605/14119/14456/14609/16000/17313/107587/237928/19242/76566/20515/20750/231633 19
GO:0045785 "positive regulation of cell adhesion" 32/436 467/22215 1.037946942047174e-9 1.997800733216513e-7 1.4879840873458231e-7 12389/67896/16007/12509/20315/13406/76088/26903/13612/13642/13655/100952/18606/14268/16000/16398/16480/70417/108797/56349/114249/238871/277360/19242/64074/20677/20750/21808/21813/21825/22339/22341 32
GO:0090287 "regulation of cellular response to growth factor stimulus" 25/436 297/22215 1.1825942719755107e-9 2.1727482033295518e-7 1.6182868984928039e-7 239337/66695/12389/16007/12509/12562/58250/13179/100952/14119/241226/17965/114249/18751/19245/225743/19876/20482/64074/24063/24066/21413/21419/21825/22341 25
GO:0003170 "heart valve development" 12/436 59/22215 1.3665499056398262e-9 2.4015629211287725e-7 1.7887106316383992e-7 16007/100952/16449/207728/19876/268902/20564/20677/20897/21808/21813/22761 12
GO:0003179 "heart valve morphogenesis" 11/436 48/22215 1.7262827030576646e-9 2.90734778573295e-7 2.1654247941863685e-7 16007/100952/16449/19876/268902/20564/20677/20897/21808/21813/22761 11
GO:0010811 "positive regulation of cell-substrate adhesion" 17/436 138/22215 1.906505616134239e-9 3.0824382801658377e-7 2.2958341314290204e-7 67896/16007/13406/13612/100952/18606/14268/16480/56349/114249/277360/19242/64074/20750/21825/22339/22341 17
GO:0003007 "heart morphogenesis" 24/436 282/22215 2.049769388325921e-9 3.186603026005143e-7 2.3734171864826453e-7 11504/12006/16007/12814/12831/12876/20148/50768/13617/13717/14609/15902/16449/269878/19876/268902/20564/20677/21385/21808/21813/21825/22339/22761 24
GO:0016525 "negative regulation of angiogenesis" 15/436 110/22215 4.17127074640164e-9 6.244546798872381e-7 4.6510075378981257e-7 11504/12509/13179/100952/23876/13197/20620/19242/19274/20496/20692/21413/21808/21825/21826 15
GO:0001667 "ameboidal-type cell migration" 30/436 442/22215 4.371274641279413e-9 6.310247178589781e-7 4.6999419075410226e-7 11475/11826/12562/20315/12767/114886/13179/13617/13642/13655/18606/14178/14268/13197/16000/16398/16480/269878/20620/19245/19274/19876/108151/64074/20692/21808/21813/21825/22339/22341 30
GO:2000181 "negative regulation of blood vessel morphogenesis" 15/436 112/22215 5.373279376445882e-9 7.489239737791122e-7 5.578068608579028e-7 11504/12509/13179/100952/23876/13197/20620/19242/19274/20496/20692/21413/21808/21825/21826 15
GO:1901343 "negative regulation of vasculature development" 15/436 113/22215 6.085956157500211e-9 8.199811596205283e-7 6.10731038963179e-7 11504/12509/13179/100952/23876/13197/20620/19242/19274/20496/20692/21413/21808/21825/21826 15
GO:0061448 "connective tissue development" 23/436 286/22215 1.3052464585585327e-8 1.701872963062448e-6 1.2675738103488637e-6 239337/12006/12111/16007/22402/12628/58250/12814/12842/373864/12825/12831/234356/20378/15902/16000/17313/107587/18596/76566/21808/21813/21825 23
GO:0003205 "cardiac chamber development" 19/436 200/22215 1.702308131093192e-8 2.1502279580870883e-6 1.6015135706995162e-6 11504/16007/12814/12876/12767/20148/13617/15902/16449/207728/19876/268902/20564/20677/20897/21385/21808/21813/22761 19
GO:0030199 "collagen fibril organization" 11/436 59/22215 1.7612218749015697e-8 2.1572299449551953e-6 1.6067287279803792e-06 239337/216725/12814/12842/12825/12831/12832/56429/100952/17385/21808 11
GO:0110149 "regulation of biomineralization" 14/436 105/22215 1.847264771472274e-8 2.1960718253796857e-6 1.635658590220032e-6 66695/16007/13406/18605/70370/14119/14456/14609/17313/107587/237928/19242/76566/231633 14
GO:0035924 "cellular response to vascular endothelial growth factor stimulus" 11/436 60/22215 2.1189248535934298e-8 2.447055502349898e-6 1.8225940094066793e-6 239337/13179/13655/18596/19245/19876/64074/20698/21413/22339/22341 11
GO:0050920 "regulation of chemotaxis" 20/436 228/22215 2.7658117532175226e-8 3.1053919740292293e-6 2.312930296550326e-6 20315/12767/26903/13617/13642/14268/14456/16398/269878/17965/18596/19242/19876/268902/20254/108151/64074/21825/22339/22341 20
GO:0035909 "aorta morphogenesis" 9/436 37/22215 3.041751596053199e-8 3.32290809493163e-6 2.474938709733186e-6 12825/13642/16449/107589/18596/20677/21385/21419/21808 9
GO:0051216 "cartilage development" 19/436 210/22215 3.75327132461105e-8 3.915986810110155e-6 2.9166702979023e-6 239337/12006/12111/16007/22402/12628/58250/12814/12842/373864/12825/234356/20378/17313/107587/76566/21808/21813/21825 19
GO:0061041 "regulation of wound healing" 15/436 129/22215 3.778413795009798e-8 3.915986810110155e-6 2.9166702979023e-6 11475/56745/12389/22402/12767/14609/107589/208177/18792/20720/20496/64074/21824/21825/216350 15
GO:0048705 "skeletal system morphogenesis" 21/436 256/22215 3.996075649174381e-8 4.038034443490712e-6 3.0075727254312447e-6 12006/58250/12814/12842/373864/12825/234356/20148/14119/269878/17387/107587/18596/237928/98711/76566/21808/21813/21825/231633/22339 21
GO:0003279 "cardiac septum development" 15/436 130/22215 4.195640426123558e-8 4.136287463997908e-6 3.0807526620573494e-6 16007/12767/20148/15902/16449/207728/19876/268902/20564/20677/20897/21385/21808/21813/22761 15
GO:0048251 "elastic fiber assembly" 6/436 12/22215 4.6177364008357734e-8 4.4440215552805234e-06 3.309956417641682e-6 12825/100952/23876/108075/76293/207596 6
GO:0003231 "cardiac ventricle development" 16/436 151/22215 5.0200207769537767e-8 4.657583777473341e-6 3.4690199233245022e-6 16007/12814/12876/12767/13617/15902/16449/207728/19876/268902/20564/20677/20897/21808/21813/22761 16
GO:0048844 "artery morphogenesis" 12/436 80/22215 5.0701060417819645e-8 4.657583777473341e-6 3.4690199233245022e-6 12825/13617/13642/16449/107589/18596/20677/20897/21385/21419/21808/22339 12
GO:0003206 "cardiac chamber morphogenesis" 16/436 152/22215 5.5111064411758694e-8 4.950198274496192e-6 3.686962437839295e-6 11504/16007/12814/12876/20148/13617/15902/16449/19876/268902/20564/20677/21385/21808/21813/22761 16
GO:0014066 "regulation of phosphatidylinositol 3-kinase signaling" 13/436 103/22215 1.1578230619204051e-7 9.957278332515484e-6 7.4162910573177124e-6 13179/68861/13649/14268/16000/268857/54635/18596/235611/20720/21808/107449/22339 13
GO:0070167 "regulation of biomineral tissue development" 13/436 103/22215 1.1578230619204051e-7 9.957278332515484e-6 7.4162910573177124e-6 66695/16007/13406/18605/14119/14456/14609/17313/107587/237928/19242/76566/231633 13
GO:0014706 "striated muscle tissue development" 28/436 458/22215 1.3134384229839501e-7 1.0878740318947328e-5 8.102606138750842e-6 545261/12389/68016/22402/11435/12814/68861/26903/13617/13642/13717/14609/217082/15902/16000/16526/70417/17967/56312/18596/226041/20482/11790/21385/21808/21813/22339/22761 28
GO:0060411 "cardiac septum morphogenesis" 12/436 87/22215 1.3187983068491318e-7 1.0878740318947328e-5 8.102606138750842e-6 16007/20148/15902/16449/19876/268902/20564/20677/21385/21808/21813/22761 12
GO:0030282 "bone mineralization" 14/436 123/22215 1.409880786264917e-7 1.139747627616559e-5 8.488966418352974e-6 66695/12006/16007/474332/18605/14119/14609/16000/17313/107587/237928/19242/76566/231633 14
GO:0048659 "smooth muscle cell proliferation" 17/436 184/22215 1.4491295189890263e-7 1.1441633546961786e-5 8.52185524214451e-6 11504/12389/22402/13617/15551/15902/16000/16009/16398/18160/18295/238871/18596/19737/21813/21825/22339 17
GO:0003151 "outflow tract morphogenesis" 12/436 88/22215 1.5002636763705457e-7 1.1441633546961786e-5 8.52185524214451e-6 20148/13617/13717/16449/19876/268902/21385/21808/21813/21825/22339/22761 12
GO:0003281 "ventricular septum development" 12/436 88/22215 1.5002636763705457e-7 1.1441633546961786e-5 8.52185524214451e-6 16007/12767/15902/207728/19876/268902/20564/20677/20897/21808/21813/22761 12
GO:0060349 "bone morphogenesis" 13/436 106/22215 1.6320440585407234e-7 1.2216152008558526e-5 9.098725160675377e-6 12006/12842/373864/12825/234356/20148/269878/17387/107587/237928/21813/21825/231633 13
GO:0007411 "axon guidance" 20/436 255/22215 1.7522490452990297e-7 1.2877437529270322e-5 9.59125793216311e-6 12569/20315/12767/13617/13642/14432/17181/269878/17967/319504/235611/19274/225743/19876/268902/108151/20564/21808/107449/22339 20
GO:0010631 "epithelial cell migration" 22/436 305/22215 1.8455891700323103e-7 1.3238469584993658e-5 9.860158601286977e-6 11826/12562/13179/13642/13655/18606/14178/13197/16000/16398/16480/20620/19245/19274/19876/64074/20692/21808/21813/21825/22339/22341 22
GO:0097485 "neuron projection guidance" 20/436 256/22215 1.8668796792296847e-7 1.3238469584993658e-5 9.860158601286977e-6 12569/20315/12767/13617/13642/14432/17181/269878/17967/319504/235611/19274/225743/19876/268902/108151/20564/21808/107449/22339 20
GO:0090132 "epithelium migration" 22/436 307/22215 2.0663097349977027e-7 1.4400041291139163e-5 1.0725310058245788e-5 11826/12562/13179/13642/13655/18606/14178/13197/16000/16398/16480/20620/19245/19274/19876/64074/20692/21808/21813/21825/22339/22341 22
GO:0090130 "tissue migration" 22/436 309/22215 2.3111112835018163e-7 1.5833070860871765e-5 1.1792646335085093e-5 11826/12562/13179/13642/13655/18606/14178/13197/16000/16398/16480/20620/19245/19274/19876/64074/20692/21808/21813/21825/22339/22341 22
GO:1903034 "regulation of response to wounding" 16/436 170/22215 2.6176951015254604e-7 1.7634539333943182e-5 1.313439998309266e-5 11475/56745/12389/22402/12767/14609/107589/208177/18792/19242/20720/20496/64074/21824/21825/216350 16
GO:0040013 "negative regulation of locomotion" 23/436 339/22215 2.899911585460463e-7 1.9215479718739655e-5 1.4311901871297536e-5 106952/12825/20315/114886/13179/50768/100952/13197/16009/77125/16449/16480/17965/208177/19242/19274/76108/53614/19876/268902/108151/21825/329278 23
GO:0050921 "positive regulation of chemotaxis" 15/436 151/22215 3.075710888953512e-7 2.0051650666371123e-5 1.4934691243475457e-5 20315/12767/26903/13617/14268/14456/16398/269878/18596/19242/20254/64074/21825/22339/22341 15
GO:0030336 "negative regulation of cell migration" 21/436 291/22215 3.4832091134382757e-7 2.2347827359551605e-5 1.664490904667246e-5 106952/12825/20315/114886/13179/50768/100952/13197/16009/77125/16449/16480/17965/208177/19242/19274/76108/53614/19876/21825/329278 21
GO:0060485 "mesenchyme development" 21/436 293/22215 3.900031088077573e-7 2.4631133840639924e-5 1.8345540973522795e-5 12006/242509/12842/13617/14268/20378/14609/16449/269878/208177/98711/76566/19876/268902/108151/24063/21385/21808/21813/21825/22339 21
GO:0009612 "response to mechanical stimulus" 16/436 176/22215 4.202175800052854e-7 2.6131068590482514e-5 1.946270896866585e-5 11826/12389/12814/12842/20315/12767/13617/16000/16398/16480/207728/19242/20720/20496/20897/277328 16
GO:0060350 "endochondral bone morphogenesis" 10/436 64/22215 4.498743586716427e-7 2.7551396329557268e-5 2.0520584781513523e-5 12006/12842/373864/12825/234356/17387/237928/21813/21825/231633 10
GO:0048660 "regulation of smooth muscle cell proliferation" 16/436 178/22215 4.897799089728479e-7 2.9288602277354587e-5 2.1814474989774243e-5 11504/12389/22402/15551/15902/16000/16009/16398/18160/18295/238871/18596/19737/21813/21825/22339 16
GO:0014065 "phosphatidylinositol 3-kinase signaling" 14/436 136/22215 4.927325469718238e-7 2.9288602277354587e-5 2.1814474989774243e-5 13179/68861/13649/14268/16000/16367/268857/54635/18596/235611/20720/21808/107449/22339 14
GO:0014812 "muscle cell migration" 13/436 117/22215 5.223037270695341e-7 3.059640093934865e-5 2.278853790112689e-5 11504/22402/16000/16009/16398/70417/56349/238871/18596/18791/18792/50706/20195 13
GO:0048771 "tissue remodeling" 17/436 202/22215 5.501973755050707e-7 3.176996845416422e-5 2.3662623969090255e-5 12389/13617/13717/18605/14609/15551/16000/234515/16449/16847/17387/19242/20750/21808/231633/21934/22339 17
GO:0070372 "regulation of ERK1 and ERK2 cascade" 22/436 326/22215 5.75930086931899e-7 3.274556452039131e-5 2.4389258712028735e-5 11475/66259/12389/20292/16007/20315/12767/319520/13617/13649/100952/14268/14456/16000/114249/54635/18596/66129/24063/24066/21934/22339 22
GO:0008038 "neuron recognition" 9/436 51/22215 5.8329555800796e-7 3.274556452039131e-5 2.4389258712028735e-5 12569/14432/269878/17967/319504/19876/268902/94185/329278 9
GO:2000146 "negative regulation of cell motility" 21/436 304/22215 7.1298345187275e-7 3.9477796061228155e-5 2.940349924089495e-5 106952/12825/20315/114886/13179/50768/100952/13197/16009/77125/16449/16480/17965/208177/19242/19274/76108/53614/19876/21825/329278 21
GO:0007179 "transforming growth factor beta receptor signaling pathway" 16/436 185/22215 8.231003186309915e-7 4.495907416089821e-5 3.34860158077473e-5 66695/12389/12562/58250/12825/100952/14119/241226/16419/108075/114249/20482/24063/21808/21813/21825 16
GO:0051271 "negative regulation of cellular component movement" 21/436 313/22215 1.1426365168872151e-6 6.158049068344165e-5 4.586583071294646e-5 106952/12825/20315/114886/13179/50768/100952/13197/16009/77125/16449/16480/17965/208177/19242/19274/76108/53614/19876/21825/329278 21
GO:0038084 "vascular endothelial growth factor signaling pathway" 8/436 42/22215 1.3577955167790486e-6 7.221328261606466e-5 5.378525177268807e-5 13179/18596/19245/19876/64074/21413/22339/22341 8
GO:0050900 "leukocyte migration" 23/436 371/22215 1.3878736831271225e-6 7.259906369877842e-5 5.407258579090764e-5 11519/20292/20315/76088/26903/13617/100952/14456/16177/77125/16398/17387/17965/238871/319655/277360/19242/20254/20496/20750/21825/22339/22341 23
GO:0048015 "phosphatidylinositol-mediated signaling" 15/436 170/22215 1.4087241459943267e-6 7.259906369877842e-5 5.407258579090764e-5 13179/68861/13649/14268/16000/16367/268857/54635/18596/74055/235611/20720/21808/107449/22339 15
GO:0007409 axonogenesis 27/436 486/22215 1.4189327145481186e-6 7.259906369877842e-5 5.407258579090764e-5 110596/12569/20315/12767/13617/13642/14268/14432/17181/269878/17967/18164/18227/319504/235611/19274/225743/19876/268902/108151/20482/20564/21808/329278/107449/338362/22339 27
GO:0048738 "cardiac muscle tissue development" 19/436 268/22215 1.6416666221670984e-6 8.294520608499264e-5 6.17785070973408e-5 545261/68016/22402/12814/68861/13617/13642/14609/15902/16000/16526/17967/18596/11790/21385/21808/21813/22339/22761 19
GO:0001649 "osteoblast differentiation" 17/436 219/22215 1.6940023181580038e-6 8.4532807036971e-5 6.296096984966719e-5 12006/16007/22402/12842/14119/14609/15902/15903/16000/16009/16449/114249/20750/231633/329278/22339/22341 17
GO:0048017 "inositol lipid-mediated signaling" 15/436 173/22215 1.7558882914526758e-6 8.655244480550872e-5 6.446521840249874e-5 13179/68861/13649/14268/16000/16367/268857/54635/18596/74055/235611/20720/21808/107449/22339 15
GO:0070371 "ERK1 and ERK2 cascade" 22/436 349/22215 1.791390961970309e-6 8.723858154559021e-5 6.497626063709681e-5 11475/66259/12389/20292/16007/20315/12767/319520/13617/13649/100952/14268/14456/16000/114249/54635/18596/66129/24063/24066/21934/22339 22
GO:0048144 "fibroblast proliferation" 12/436 111/22215 1.919025465080282e-6 9.234167773636309e-5 6.877710313445623e-5 11826/12825/13617/13649/14268/14456/16000/268857/56312/54635/18596/20698 12
GO:0010812 "negative regulation of cell-substrate adhesion" 9/436 60/22215 2.4248629423743063e-6 1.1396855829159239e-4 8.488504302558772e-5 12842/50768/18606/16449/17387/208177/50706/24066/21825 9
GO:0050982 "detection of mechanical stimulus" 9/436 60/22215 2.4248629423743063e-6 1.1396855829159239e-4 8.488504302558772e-5 12814/20315/12767/16000/16398/16480/20720/20496/277328 9
GO:0007178 "transmembrane receptor protein serine/threonine kinase signaling pathway" 23/436 384/22215 2.4841552194470015e-6 1.154132804253423e-4 8.596108805345946e-5 66695/74007/12389/16007/12562/58250/12825/100952/14119/16323/241226/16419/108075/269878/17965/114249/225743/20482/24063/21419/21808/21813/21825 23
GO:0050974 "detection of mechanical stimulus involved in sensory perception" 8/436 46/22215 2.802556842660112e-6 1.2872653134127468e-4 9.58769446173196e-5 12814/20315/12767/16000/16398/20720/20496/277328 8
GO:0033687 "osteoblast proliferation" 7/436 33/22215 2.9376283073838054e-6 1.3193215131605934e-4 9.826452583763371e-5 16007/23876/433938/107587/235611/231633/329278 7
GO:1905314 "semi-lunar valve development" 7/436 33/22215 2.9376283073838054e-6 1.3193215131605934e-4 9.826452583763371e-5 100952/16449/19876/268902/20564/20897/21808 7
GO:0014911 "positive regulation of smooth muscle cell migration" 9/436 63/22215 3.68562019437705e-6 1.6370633874364875e-4 1.2193029214480465e-4 11504/22402/16000/16398/238871/18596/18792/50706/20195 9
GO:0060326 "cell chemotaxis" 20/436 311/22215 3.9099398551883055e-6 1.7178235755077316e-4 1.279454002956356e-4 20292/20315/12767/26903/13617/13655/18606/14456/17965/238871/18596/277360/19242/20254/20496/64074/20750/21825/22339/22341 20
GO:0032963 "collagen metabolic process" 12/436 119/22215 4.009575853463894e-6 1.7426565160968879e-4 1.297949851828719e-4 216725/12842/12831/114886/100952/14268/16398/76293/17385/17387/18596/52377 12
GO:0050678 "regulation of epithelial cell proliferation" 23/436 402/22215 5.313630832096848e-6 2.284861257801645e-4 1.7017899417465828e-4 12389/20315/26903/13617/13642/13649/13655/14178/14609/16000/268857/56312/107587/18792/19242/19274/19876/20254/20692/21808/21825/22339/22341 23
GO:0003181 "atrioventricular valve morphogenesis" 6/436 24/22215 5.5067817991412445e-6 2.3185845866800946e-4 1.7269074501692936e-4 16007/20564/20677/21808/21813/22761 6
GO:1902547 "regulation of cellular response to vascular endothelial growth factor stimulus" 6/436 24/22215 5.5067817991412445e-6 2.3185845866800946e-4 1.7269074501692936e-4 239337/13179/19245/19876/64074/21413 6
GO:0030500 "regulation of bone mineralization" 10/436 84/22215 5.7832883397257365e-6 2.372294328283911e-4 1.7669110598953055e-4 16007/18605/14119/14609/17313/107587/237928/19242/76566/231633 10
GO:0014909 "smooth muscle cell migration" 11/436 103/22215 5.790338704458505e-6 2.372294328283911e-4 1.7669110598953055e-4 11504/22402/16000/16009/16398/238871/18596/18791/18792/50706/20195 11
GO:0010632 "regulation of epithelial cell migration" 17/436 240/22215 5.84318638507216e-6 2.372294328283911e-4 1.7669110598953055e-4 11826/13179/18606/14178/13197/16000/16398/16480/20620/19274/64074/20692/21808/21813/21825/22339/22341 17
GO:0035265 "organ growth" 16/436 215/22215 5.869110163987904e-6 2.372294328283911e-4 1.7669110598953055e-4 242509/22402/373864/68861/23876/14178/14609/16000/16526/16847/17967/18596/21385/21808/21813/21825 16
GO:0048661 "positive regulation of smooth muscle cell proliferation" 11/436 105/22215 6.983657038127023e-6 2.7948457176345964e-4 2.0816320092801753e-4 11504/22402/15551/15902/16000/16398/238871/18596/21813/21825/22339 11
GO:0050673 "epithelial cell proliferation" 25/436 470/22215 7.4398936107417874e-6 2.9482401935900296e-4 2.1958819119423647e-4 12389/20315/26903/13617/13642/13649/13655/14178/14609/15902/16000/16009/268857/56312/107587/18792/19242/19274/19876/20254/20692/21808/21825/22339/22341 25
GO:0043542 "endothelial cell migration" 16/436 220/22215 7.859040923159303e-6 3.084101302078631e-4 2.2970727685473283e-4 12562/13179/13642/13655/13197/16000/16480/20620/19245/19274/19876/64074/20692/21825/22339/22341 16
GO:0001953 "negative regulation of cell-matrix adhesion" 7/436 38/22215 7.973838788791364e-6 3.0990631138744896e-4 2.3082164914922366e-4 50768/18606/16449/17387/208177/50706/21825 7
GO:0060412 "ventricular septum morphogenesis" 8/436 53/22215 8.443057016446752e-6 3.2501749009978826e-4 2.4207662222594192e-4 15902/19876/268902/20564/20677/21808/21813/22761 8
GO:0007265 "Ras protein signal transduction" 20/436 329/22215 9.030237457026488e-6 3.443416962386893e-4 2.5646950473779296e-4 106952/110596/68016/12825/54366/72318/74754/50768/13617/16000/56349/18596/74055/20620/244418/76108/19876/24063/24066/21808 20
GO:0051962 "positive regulation of nervous system development" 21/436 359/22215 9.735647991826983e-6 3.6777092694359497e-4 2.739198549594212e-4 232370/20315/12767/18606/14268/15902/16000/77125/16981/17118/269878/17380/235611/19242/19876/268902/20720/20482/21826/22339/22341 21
GO:0032368 "regulation of lipid transport" 13/436 152/22215 9.942291165079083e-6 3.7209945267823754e-4 2.7714378881214596e-4 216739/56745/12389/244595/13167/14419/16009/384783/99031/100102/20750/21825/21934 13
GO:0061045 "negative regulation of wound healing" 9/436 71/22215 1.0098097963342567e-5 3.731389394889304e-4 2.7791801008837235e-4 56745/14609/208177/18792/20720/20496/21824/21825/216350 9
GO:1903532 "positive regulation of secretion by cell" 21/436 360/22215 1.015469652245976e-5 3.731389394889304e-4 2.7791801008837235e-4 56745/239556/27062/66259/20315/14419/14609/16000/16367/384783/16847/18951/20496/20677/20698/20750/21808/21934/277328/22341/68151 21
GO:0046578 "regulation of Ras protein signal transduction" 15/436 200/22215 1.042395306388296e-5 3.764455320462748e-4 2.8038079680521523e-4 106952/110596/68016/12825/72318/50768/16000/56349/18596/74055/244418/19876/24063/24066/21808 15
GO:0071560 "cellular response to transforming growth factor beta stimulus" 16/436 225/22215 1.0430949923103112e-5 3.764455320462748e-4 2.8038079680521523e-4 66695/12389/12562/58250/12825/100952/14119/241226/16419/108075/114249/20482/24063/21808/21813/21825 16
GO:0090092 "regulation of transmembrane receptor protein serine/threonine kinase signaling pathway" 17/436 251/22215 1.0554400499671603e-5 3.775299718555099e-4 2.811884995720614e-4 66695/12389/16007/12562/58250/100952/14119/16323/241226/17965/114249/225743/20482/24063/21419/21808/21825 17
GO:0060562 "epithelial tube morphogenesis" 22/436 391/22215 1.1041331787351023e-5 3.9148300951291956e-4 2.9158087637879895e-4 239337/20292/20315/12767/50768/13617/13642/14609/16000/269878/17313/17387/114249/98711/19876/20496/20677/24063/21385/21808/21813/22339 22
GO:0032964 "collagen biosynthetic process" 8/436 55/22215 1.1207887007096346e-5 3.93932863327682e-4 2.934055546022476e-4 12842/12831/114886/100952/14268/16398/18596/52377 8
GO:0060560 "developmental growth involved in morphogenesis" 18/436 280/22215 1.1913387206172152e-5 4.116593794197068e-4 3.066084598922788e-4 20292/12569/20315/12767/13617/14268/269878/50706/98711/19876/108151/20496/20564/24063/21385/21813/329278/22339 18
